"selec","channel","start","end","sound.files","File.Offset..s.","bottom.freq","top.freq","selec.file","element_labels","old.selec","SNR","channel","check.res","duration","min.n.samples","sample.rate","channels","bits","sound.file.samples","song.lab","element","Species","Species_uscr","Clade","selection_type","Check.status","additional_info","song"
336,1,11.882,11.9031357749999,"Antrostomus-ridgwayi-34418.wav","",1.1984,2.8282,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1b",42,16.1945910118334,1,"OK",0.0211357749999479,932,44.1,1,16,1100736,1,"b","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
337,1,11.977,12.008418045,"Antrostomus-ridgwayi-34418.wav","",1.2703,3.1158,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1c",43,16.4056845149047,1,"OK",0.0314180450000094,1385,44.1,1,16,1100736,1,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
338,1,12.073,12.117556499,"Antrostomus-ridgwayi-34418.wav","",0.9827,3.3315,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1c",44,14.6909149850044,1,"OK",0.0445564990000094,1964,44.1,1,16,1100736,1,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
339,1,12.174,12.2196989739999,"Antrostomus-ridgwayi-34418.wav","",1.3422,3.4273,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1c",45,16.5432278424617,1,"OK",0.0456989739999472,2015,44.1,1,16,1100736,1,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
340,1,12.278,12.303134436,"Antrostomus-ridgwayi-34418.wav","",1.6058,3.5232,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1d",46,17.1610962901393,1,"OK",0.0251344360000303,1108,44.1,1,16,1100736,1,"d","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
341,1,12.336,12.3691317570001,"Antrostomus-ridgwayi-34418.wav","",1.2942,2.972,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1f",47,16.4481971217602,1,"OK",0.033131757000092,1461,44.1,1,16,1100736,1,"f","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
342,1,12.452,12.498270211,"Antrostomus-ridgwayi-34418.wav","",2.4686,3.8348,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1g",48,17.8310506520952,1,"OK",0.0462702109999782,2040,44.1,1,16,1100736,1,"g","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
343,1,12.519,12.548133096,"Antrostomus-ridgwayi-34418.wav","",1.2223,3.2116,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","1f",49,15.3974376797191,1,"OK",0.0291330960000096,1284,44.1,1,16,1100736,1,"f","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-1"
344,1,14.056,14.065711032,"Antrostomus-ridgwayi-34418.wav","",1.1265,2.0133,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2a",50,5.26725439050109,1,"OK",0.00971103200004109,428,44.1,1,16,1100736,2,"a","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
345,1,14.231,14.241853507,"Antrostomus-ridgwayi-34418.wav","",0.8389,2.0852,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2a",51,8.04380272846756,1,"OK",0.0108535069999789,478,44.1,1,16,1100736,2,"a","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
346,1,14.4,14.4165658789999,"Antrostomus-ridgwayi-34418.wav","",1.0306,2.2529,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2a",52,7.5712554351627,1,"OK",0.016565878999927,730,44.1,1,16,1100736,2,"a","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
347,1,14.544,14.568563199,"Antrostomus-ridgwayi-34418.wav","",1.1025,2.2529,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2b",53,9.93923037390677,1,"OK",0.0245631989999993,1083,44.1,1,16,1100736,2,"b","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
348,1,14.67,14.703131757,"Antrostomus-ridgwayi-34418.wav","",1.1265,2.4447,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2b",54,10.361085744076,1,"OK",0.0331317569999783,1461,44.1,1,16,1100736,2,"b","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
349,1,14.778,14.803134436,"Antrostomus-ridgwayi-34418.wav","",1.0785,2.4926,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2b",55,14.9651354785794,1,"OK",0.0251344360000303,1108,44.1,1,16,1100736,2,"b","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
350,1,14.873,14.904989282,"Antrostomus-ridgwayi-34418.wav","",1.1984,3.1397,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2c",56,14.3410045247084,1,"OK",0.0319892820000405,1410,44.1,1,16,1100736,2,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
351,1,14.97,15.005987942,"Antrostomus-ridgwayi-34418.wav","",1.2703,3.1877,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2c",57,15.0578080573193,1,"OK",0.0359879420000198,1587,44.1,1,16,1100736,2,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
352,1,15.069,15.1101290769999,"Antrostomus-ridgwayi-34418.wav","",1.2703,3.1877,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2c",58,15.061670841411,1,"OK",0.0411290769999368,1813,44.1,1,16,1100736,2,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
353,1,15.175,15.2275538209999,"Antrostomus-ridgwayi-34418.wav","",1.2703,3.2835,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2c",59,13.1166991696142,1,"OK",0.0525538209999468,2317,44.1,1,16,1100736,2,"c","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
354,1,15.264,15.3005591790001,"Antrostomus-ridgwayi-34418.wav","",1.3661,3.1637,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2f",60,15.3471408888631,1,"OK",0.0365591790000508,1612,44.1,1,16,1100736,2,"f","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
355,1,15.383,15.425271551,"Antrostomus-ridgwayi-34418.wav","",2.4207,3.7149,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2g",61,13.1234343555484,1,"OK",0.0422715509999989,1864,44.1,1,16,1100736,2,"g","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
356,1,15.445,15.476989282,"Antrostomus-ridgwayi-34418.wav","",1.3422,3.3315,"Antrostomus-ridgwayi-34418.Table.1.selections.txt","2f",62,16.5265555810327,1,"OK",0.0319892820000405,1410,44.1,1,16,1100736,2,"f","Antrostomus ridgwayi","Antrostomus_ridgwayi","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-ridgwayi-34418.wav-2"
358,1,1.091,1.14926619200002,"Antrostomus-rufus-273085.wav","",0.3573,2.7052,"Antrostomus-rufus-273085.Table.1.selections.txt","1a",1,12.1373323017614,1,"OK",0.0582661920000191,2569,44.1,1,16,1768320,1,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-1"
359,1,1.417,1.48897588400004,"Antrostomus-rufus-273085.wav","",0.6635,2.0927,"Antrostomus-rufus-273085.Table.1.selections.txt","1b",2,12.6457525579652,1,"OK",0.0719758840000395,3174,44.1,1,16,1768320,1,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-1"
360,1,1.65,1.70940866600008,"Antrostomus-rufus-273085.wav","",0.7656,1.8885,"Antrostomus-rufus-273085.Table.1.selections.txt","1c",3,9.18309896720733,1,"OK",0.0594086660000812,2619,44.1,1,16,1768320,1,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-1"
361,1,1.781,1.95008620499998,"Antrostomus-rufus-273085.wav","",0.6125,2.1948,"Antrostomus-rufus-273085.Table.1.selections.txt","1d",4,6.4856469691366,1,"OK",0.169086204999985,7456,44.1,1,16,1768320,1,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-1"
362,1,3.615,3.65841402600005,"Antrostomus-rufus-273085.wav","",0.7146,2.0417,"Antrostomus-rufus-273085.Table.1.selections.txt","2a",5,9.86672084124228,1,"OK",0.0434140260000504,1914,44.1,1,16,1768320,2,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-2"
363,1,3.942,4.01169093500004,"Antrostomus-rufus-273085.wav","",0.7656,1.9396,"Antrostomus-rufus-273085.Table.1.selections.txt","2b",6,12.0003457990071,1,"OK",0.0696909350000396,3073,44.1,1,16,1768320,2,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-2"
364,1,4.161,4.23640330799998,"Antrostomus-rufus-273085.wav","",0.8167,1.8885,"Antrostomus-rufus-273085.Table.1.selections.txt","2c",7,10.8458379225141,1,"OK",0.0754033079999772,3325,44.1,1,16,1768320,2,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-2"
365,1,4.298,4.46365878200004,"Antrostomus-rufus-273085.wav","",0.6125,2.3479,"Antrostomus-rufus-273085.Table.1.selections.txt","2d",8,7.30758996304316,1,"OK",0.165658782000037,7305,44.1,1,16,1768320,2,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-2"
366,1,5.652,5.70341134600001,"Antrostomus-rufus-273085.wav","",0.6125,2.0417,"Antrostomus-rufus-273085.Table.1.selections.txt","3a",9,14.3470539500627,1,"OK",0.051411346000009,2267,44.1,1,16,1768320,3,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-3"
367,1,5.972,6.06454042300006,"Antrostomus-rufus-273085.wav","",0.6125,2.0417,"Antrostomus-rufus-273085.Table.1.selections.txt","3b",10,12.4658310450461,1,"OK",0.0925404230000595,4081,44.1,1,16,1768320,3,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-3"
368,1,6.196,6.25883609000002,"Antrostomus-rufus-273085.wav","",0.4594,1.9906,"Antrostomus-rufus-273085.Table.1.selections.txt","3c",11,9.48975901134015,1,"OK",0.0628360900000189,2771,44.1,1,16,1768320,3,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-3"
369,1,6.329,6.50037115399998,"Antrostomus-rufus-273085.wav","",0.6125,2.2458,"Antrostomus-rufus-273085.Table.1.selections.txt","3d",12,9.68993555423739,1,"OK",0.171371153999985,7557,44.1,1,16,1768320,3,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-273085.wav-3"
370,1,0.337,0.396408666999957,"Antrostomus-rufus-336726.wav","",0.6471,2.1331,"Antrostomus-rufus-336726.Table.1.selections.txt","1a",1,12.2266089695745,1,"OK",0.0594086669999569,2619,44.1,1,16,494208,1,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-1"
371,1,0.589,0.672400628000049,"Antrostomus-rufus-336726.wav","",0.5992,1.9653,"Antrostomus-rufus-336726.Table.1.selections.txt","1b",2,7.44633339546947,1,"OK",0.0834006280000494,3677,44.1,1,16,494208,1,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-1"
372,1,0.792,0.894822691999904,"Antrostomus-rufus-336726.wav","",0.6471,1.8695,"Antrostomus-rufus-336726.Table.1.selections.txt","1c",3,8.3245463246235,1,"OK",0.102822691999904,4534,44.1,1,16,494208,1,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-1"
373,1,0.98,1.2142072429999,"Antrostomus-rufus-336726.wav","",0.5992,2.205,"Antrostomus-rufus-336726.Table.1.selections.txt","1d",4,9.83232417308366,1,"OK",0.234207242999901,10328,44.1,1,16,494208,1,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-1"
374,1,2.702,2.76369361499997,"Antrostomus-rufus-336726.wav","",0.767,2.0372,"Antrostomus-rufus-336726.Table.1.selections.txt","2a",5,14.3276554378426,1,"OK",0.0616936149999674,2720,44.1,1,16,494208,2,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-2"
375,1,2.954,3.03740062800005,"Antrostomus-rufus-336726.wav","",0.5752,1.9653,"Antrostomus-rufus-336726.Table.1.selections.txt","2b",6,13.9458977304842,1,"OK",0.0834006280000494,3677,44.1,1,16,494208,2,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-2"
376,1,3.149,3.25182269200002,"Antrostomus-rufus-336726.wav","",0.767,2.0133,"Antrostomus-rufus-336726.Table.1.selections.txt","2c",7,16.7461858690264,1,"OK",0.102822692000018,4534,44.1,1,16,494208,2,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-2"
377,1,3.343,3.55207280699998,"Antrostomus-rufus-336726.wav","",0.6232,2.205,"Antrostomus-rufus-336726.Table.1.selections.txt","2d",8,9.60828396279033,1,"OK",0.209072806999984,9220,44.1,1,16,494208,2,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-2"
378,1,4.957,5.00269897399995,"Antrostomus-rufus-336726.wav","",0.7909,1.9893,"Antrostomus-rufus-336726.Table.1.selections.txt","3a",9,13.8169633951407,1,"OK",0.0456989739999472,2015,44.1,1,16,494208,3,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-3"
379,1,5.205,5.2918280520001,"Antrostomus-rufus-336726.wav","",0.5992,1.8934,"Antrostomus-rufus-336726.Table.1.selections.txt","3b",10,12.1978270325852,1,"OK",0.0868280520001008,3829,44.1,1,16,494208,3,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-3"
380,1,5.402,5.49796784600001,"Antrostomus-rufus-336726.wav","",0.6951,1.9174,"Antrostomus-rufus-336726.Table.1.selections.txt","3c",11,11.0947754368737,1,"OK",0.0959678460000077,4232,44.1,1,16,494208,3,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-3"
381,1,5.596,5.84734435799998,"Antrostomus-rufus-336726.wav","",0.5752,2.1571,"Antrostomus-rufus-336726.Table.1.selections.txt","3d",12,18.9584270919878,1,"OK",0.251344357999983,11084,44.1,1,16,494208,3,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-3"
387,1,7,7.11995980699999,"Antrostomus-rufus-336726.wav","",0.6232,2.1571,"Antrostomus-rufus-336726.Table.1.selections.txt","4a",18,15.4014136204619,1,"OK",0.119959806999987,5290,44.1,1,16,494208,4,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-4"
388,1,7.252,7.33540062800005,"Antrostomus-rufus-336726.wav","",0.6232,1.9174,"Antrostomus-rufus-336726.Table.1.selections.txt","4b",19,12.4299871049929,1,"OK",0.0834006280000494,3677,44.1,1,16,494208,4,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-4"
389,1,7.449,7.54039794800001,"Antrostomus-rufus-336726.wav","",0.6711,1.9414,"Antrostomus-rufus-336726.Table.1.selections.txt","4c",20,12.7599703987565,1,"OK",0.091397948000008,4030,44.1,1,16,494208,4,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-4"
390,1,7.637,7.88948683300003,"Antrostomus-rufus-336726.wav","",0.5752,2.181,"Antrostomus-rufus-336726.Table.1.selections.txt","4d",21,19.3173198098984,1,"OK",0.252486833000034,11134,44.1,1,16,494208,4,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-336726.wav-4"
1673,1,5.734,5.80079412000005,"Antrostomus-rufus-399496.wav","",0.3651,1.7888,"","1a",NA,9.83535286503579,1,"OK",0.0667941200000541,2945,44.1,1,16,3749760,1,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-1"
391,1,6.063,6.15668289700001,"Antrostomus-rufus-399496.wav","",0.6951,2.229,"Antrostomus-rufus-399496.Table.1.selections.txt","1b",1,9.2991332853843,1,"OK",0.0936828970000079,4131,44.1,1,16,3749760,1,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-1"
392,1,6.271,6.35668557699994,"Antrostomus-rufus-399496.wav","",0.719,2.0612,"Antrostomus-rufus-399496.Table.1.selections.txt","1c",2,8.99725739087185,1,"OK",0.0856855769999356,3778,44.1,1,16,3749760,1,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-1"
393,1,6.441,6.67177981999995,"Antrostomus-rufus-399496.wav","",0.6951,2.2529,"Antrostomus-rufus-399496.Table.1.selections.txt","1d",3,15.3433021293475,1,"OK",0.230779819999952,10177,44.1,1,16,3749760,1,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-1"
394,1,7.915,7.96983876899996,"Antrostomus-rufus-399496.wav","",0.743,2.0612,"Antrostomus-rufus-399496.Table.1.selections.txt","2a",4,14.1664923368545,1,"OK",0.0548387689999572,2418,44.1,1,16,3749760,2,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-2"
395,1,8.254,8.34425547500005,"Antrostomus-rufus-399496.wav","",0.6951,2.2769,"Antrostomus-rufus-399496.Table.1.selections.txt","2b",5,9.25146896191548,1,"OK",0.090255475000049,3980,44.1,1,16,3749760,2,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-2"
396,1,8.468,8.55140062799994,"Antrostomus-rufus-399496.wav","",0.6711,1.9893,"Antrostomus-rufus-399496.Table.1.selections.txt","2c",6,8.55361912038657,1,"OK",0.0834006279999358,3677,44.1,1,16,3749760,2,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-2"
397,1,8.634,8.86820724300001,"Antrostomus-rufus-399496.wav","",0.6951,2.2529,"Antrostomus-rufus-399496.Table.1.selections.txt","2d",7,13.5810127345753,1,"OK",0.234207243000014,10328,44.1,1,16,3749760,2,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-2"
398,1,10.082,10.1414086660001,"Antrostomus-rufus-399496.wav","",0.6232,1.8695,"Antrostomus-rufus-399496.Table.1.selections.txt","3a",8,12.4531634134208,1,"OK",0.0594086660000812,2619,44.1,1,16,3749760,3,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-3"
399,1,10.41,10.5025404229999,"Antrostomus-rufus-399496.wav","",0.5992,2.0612,"Antrostomus-rufus-399496.Table.1.selections.txt","3b",9,10.2269509088553,1,"OK",0.0925404229999458,4081,44.1,1,16,3749760,3,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-3"
400,1,10.62,10.698830731,"Antrostomus-rufus-399496.wav","",0.6711,2.181,"Antrostomus-rufus-399496.Table.1.selections.txt","3c",10,10.8335541362472,1,"OK",0.0788307310000391,3476,44.1,1,16,3749760,3,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-3"
401,1,10.782,10.980790538,"Antrostomus-rufus-399496.wav","",0.6951,2.3728,"Antrostomus-rufus-399496.Table.1.selections.txt","3d",11,9.54022372555277,1,"OK",0.198790538000026,8766,44.1,1,16,3749760,3,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-3"
402,1,14.912,14.965696295,"Antrostomus-rufus-399496.wav","",0.743,1.8934,"Antrostomus-rufus-399496.Table.1.selections.txt","4a",12,12.7141718484653,1,"OK",0.0536962950000088,2368,44.1,1,16,3749760,4,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-4"
403,1,15.254,15.349967846,"Antrostomus-rufus-399496.wav","",0.6711,2.1571,"Antrostomus-rufus-399496.Table.1.selections.txt","4b",13,11.0805201540716,1,"OK",0.0959678460000077,4232,44.1,1,16,3749760,4,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-4"
404,1,15.465,15.548400628,"Antrostomus-rufus-399496.wav","",0.6471,2.1091,"Antrostomus-rufus-399496.Table.1.selections.txt","4c",14,10.2481398243576,1,"OK",0.0834006280000494,3677,44.1,1,16,3749760,4,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-4"
405,1,15.628,15.853067448,"Antrostomus-rufus-399496.wav","",0.5992,2.181,"Antrostomus-rufus-399496.Table.1.selections.txt","4d",15,12.0782462418474,1,"OK",0.225067448000004,9925,44.1,1,16,3749760,4,"d","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-399496.wav-4"
406,1,0.449,0.506123717999957,"Antrostomus-rufus-432331.wav","",0.743,2.1091,"Antrostomus-rufus-432331.Table.1.selections.txt","1a",1,14.7072277007834,1,"OK",0.0571237179999571,2519,44.1,1,16,1469952,1,"a","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-432331.wav-1"
407,1,0.762,0.852255475000049,"Antrostomus-rufus-432331.wav","",0.5273,2.0372,"Antrostomus-rufus-432331.Table.1.selections.txt","1b",2,10.8516551670114,1,"OK",0.090255475000049,3980,44.1,1,16,1469952,1,"b","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-432331.wav-1"
408,1,0.979,1.07839526900007,"Antrostomus-rufus-432331.wav","",0.7909,2.1091,"Antrostomus-rufus-432331.Table.1.selections.txt","1c",3,13.4540362876158,1,"OK",0.0993952690000698,4383,44.1,1,16,1469952,1,"c","Antrostomus rufus","Antrostomus_rufus","Nightjars","","OK","Analyzed by Fabian Mora in 2019, tailored by MAS in 2020","Antrostomus-rufus-432331.wav-1"
